Timestamp,State,Title,Classification
1982-06-25 12:00:00+00:00,Michigan,Report 28805: Camper recounts late night experience and finds footprints near Interlochen,Class B
1982-06-30 12:00:00+00:00,Montana,Report 1519: Boys observe hairy man-like creature several times,Class A
1982-07-03 12:00:00+00:00,Washington,"Report 1504: Nighttime sighting by motorist on Hwy 101 (Coast Highway), 7-8 miles east of Port Angeles",Class A
1982-07-11 12:00:00+00:00,Washington,Report 4392: Camper hears heavy footsteps at night around tent at Baker Lake,Class B
1982-07-15 12:00:00+00:00,Washington,Report 19937: Man recollects he and his family being followed and hearing close vocalization on Mt. Rainier,Class B
1982-07-15 12:00:00+00:00,Missouri,Report 1141: Two six foot tall creatures seen by witness.,Class A
1982-07-21 12:00:00+00:00,Ohio,Report 10421: A couple has a frightening encounter in Shawnee State Forest.,Class B
1982-08-01 12:00:00+00:00,Indiana,Report 23537: Possible camp stalking and strange sounds heard near Moore's Hill,Class B
1982-08-08 12:00:00+00:00,Kentucky,Report 33097: Memory of a possible daylight sighting when returning to retrieve a watch near Marysville,Class B
1982-08-09 12:00:00+00:00,California,Report 14642: Evening road crossing sighting near Lewiston (Hwy 299),Class A
1982-08-15 12:00:00+00:00,Washington,Report 4452: US Army Ranger training mission near Greenwater finds large barefoot human shaped tracks,Class A
1982-09-01 12:00:00+00:00,Florida,Report 13048: Scream Heard in a Cypress Swamp outside Ft. Myers,Class B
1982-09-11 12:00:00+00:00,Idaho,Report 28709: Several years later bowhunter confirms sighting of Bigfoot family east of Montpelier,Class A
1982-09-15 12:00:00+00:00,Michigan,Report 9568: Teen hears extremely loud vocalization along path near home,Class B
1982-10-01 12:00:00+00:00,Oklahoma,Report 40280: Memory told of a possible encounter that ends a camping trip early near Park Hill,Class B
1982-10-01 12:00:00+00:00,Michigan,Report 20202: Motorist sighting on County Road 426 between Cornell and Watson,Class A
1982-10-01 12:00:00+00:00,North Carolina,"Report 3335: Deer hunter witnesses a large, gorilla like animal",Class A
1982-10-02 12:00:00+00:00,Montana,Report 1517: Horse-riding witnesses see hairy bipedal animal cross trail on Blackfeet Reservation,Class A
1982-10-15 12:00:00+00:00,Washington,Report 986: Hunter observes trio of animals near Nestor Peak Lookout,Class A
1982-10-15 12:00:00+00:00,Kentucky,Report 23293: Tall creature with red eyes tries to hide from two boys near Chenoa,Class A
1982-10-20 12:00:00+00:00,Oregon,Report 24399: Elk hunter watches large and small upright animals cross beneath power lines.,Class A
1982-10-31 12:00:00+00:00,California,Report 5104: Hunters are intimidated out of their hunting ground near Bear Valley,Class B
1982-10-31 12:00:00+00:00,Utah,Report 10024: Deer hunter finds a series of footprints on Y Mountain.,Class B
1982-11-01 12:00:00+00:00,Ohio,Report 841: Boy has several late night encounters near Sidney,Class A
1982-11-15 12:00:00+00:00,Missouri,Report 40087: Man recalls encounters while camping with his hunting party south of Cabool,Class A
1982-11-15 12:00:00+00:00,Washington,Report 42408: Elk Hunter recalls observing what he thought was another hunter near Lake Quinault,Class B
1982-11-15 12:00:00+00:00,Kentucky,Report 27955: Man recalls his sighting of a bigfoot near Lawrenceburg,Class A
1982-11-23 12:00:00+00:00,Georgia,Report 7575: Military man and wife experience loud howling and shaking of mobile home near the Ohoopee River,Class B
1982-11-26 12:00:00+00:00,Washington,"Report 956: Two men, four wheel driving, see Sasquatch on FS road",Class A
1983-01-01 12:00:00+00:00,California,Report 6746: Man has sighting after massive landslide on Highway 50,Class A
1983-01-15 12:00:00+00:00,Kentucky,Report 1850: Man relates series of events over several years after seeing a report posted from 3-4 miles away,Class B
1983-04-15 12:00:00+00:00,North Carolina,Report 3332: Motorist slams on his brakes when a 4-5' brown shaggy creature steps in front of his car near Hendersonville,Class A
1983-05-01 12:00:00+00:00,Ohio,Report 5311: Large hairy creature and footprints seen along fence line on property with past activity,Class A
1983-05-07 12:00:00+00:00,New Mexico,Report 8409: Sasquatch reaches into tent of adult camper,Class A
1983-05-11 12:00:00+00:00,Washington,Report 13654: Man describes childhood encounter near Sunrise Elementary School in Puyallup,Class A
1983-05-15 12:00:00+00:00,Missouri,Report 1100: Two fisherman run from a large screaming creature in the woods near Highway 7,Class B
1983-06-15 12:00:00+00:00,Oregon,Report 9785: Repeated encounters by Native American family,Class A
1983-07-01 12:00:00+00:00,Florida,Report 20333: Possible Nighttime Encounter by Girls on Horseback north of Ft. Myers,Class B
1983-07-01 12:00:00+00:00,California,Report 7336: Runner Hears Unusual Whistle Near Woodsford,Class B
1983-07-01 12:00:00+00:00,Oregon,Report 8025: Camper has night sighting near Crater Lake,Class A
1983-07-15 12:00:00+00:00,Texas,Report 4138: Two brothers have encounter while building house.,Class A
1983-07-15 12:00:00+00:00,Wisconsin,Report 5244: Sighting by young fisherman at dusk on Wabikon Lake,Class A
1983-07-15 12:00:00+00:00,Iowa,Report 2264: Woman sees large upright figure cross road near midnight,Class A
1983-07-16 12:00:00+00:00,Florida,"Report 595: Father and son were out scouting for deer when they spot large eyes 8 foot off the gound, also hear loud scream.",Class B
1983-07-23 12:00:00+00:00,Illinois,Report 11911: Campers have lengthy nightime encounter near Seneca.,Class A
1983-07-31 12:00:00+00:00,Ohio,Report 4969: Silhouette seen protruding above brushline near Mogadore Reservoir.,Class B
1983-08-01 12:00:00+00:00,Kentucky,Report 30198: Man tells of his two encounters 30 years apart,Class A
1983-08-06 12:00:00+00:00,Washington,Report 24310: Camper diverts tall creature approaching him near Puyallup,Class B
1983-08-12 12:00:00+00:00,Oregon,Report 3200: Man recounts being chased as a teen,Class B
1983-08-12 12:00:00+00:00,Oregon,"Report 80: Late Arriving Campers Hear Running, Stomping, Shrieking, Howling",Class B
1983-08-15 12:00:00+00:00,Michigan,Report 26372: Homeowner recalls a sighting outside her window and hearing strange vocalizations near Palo,Class A
1983-08-17 12:00:00+00:00,Washington,Report 1387: Father and son hear heavy footsteps made by an apparent bipedal creature,Class C
1983-09-01 12:00:00+00:00,West Virginia,"Report 1207: One of several  sighting and vocalization reports. When witness called out "" it stood up at the edge of the hill and huffed and puffed.""",Class A
1983-09-01 12:00:00+00:00,Washington,Report 77: Couple hear vocalizations while camping at Milk Lake,Class B
1983-09-04 12:00:00+00:00,Idaho,Report 1796: Elk hunter observes an apparent family group,Class A
1983-09-15 12:00:00+00:00,Kentucky,Report 25242: Man recalls being chased by a sasquatch while riding his bike near Waco,Class A
1983-09-24 12:00:00+00:00,Washington,Report 31009: Woman recalls afternoon sighting as a child near Port Angeles,Class A
1983-10-01 12:00:00+00:00,Oklahoma,"Report 56829: Hunters experience possible vocals, find nests, get screamed at over three-day hunting weekend north of Reydon",Class B
1983-10-02 12:00:00+00:00,North Carolina,Report 31303: Early morning traveler recalls roadway sighting near Holly Ridge,Class A
1983-10-14 12:00:00+00:00,Alabama,Report 33307: Memory told of a close encounter while riding a bike as a teen in Brewton,Class A
1983-10-15 12:00:00+00:00,Missouri,Report 12054: Teenagers find footprint near Daugherty,Class B
1983-10-15 12:00:00+00:00,Ohio,Report 12669: Possible tracks found by hunters outisde Mechanicsburg,Class B
1983-10-15 12:00:00+00:00,Arkansas,Report 338: Loud screams menace hunters along Mississippi River around 4:00 am,Class B
1983-10-25 12:00:00+00:00,Missouri,Report 28080: Woman remembers evening sighting while driving on Hwy. T near Oxly,Class A
1983-10-25 12:00:00+00:00,California,Report 1919: Friends have night sighting above Sonora,Class A
1983-10-31 12:00:00+00:00,Ohio,Report 4981: Late night encounter by Coon hunters near Byhalia,Class B
1983-11-15 12:00:00+00:00,Alabama,Report 416: A resident's early evening sighting next to his home near New Market,Class A
1983-11-15 12:00:00+00:00,North Carolina,Report 7246: Hunter has daytime sighting near Shocco Creek,Class A
1983-11-19 12:00:00+00:00,Florida,"Report 607: while hunting hogs near a cypress bayhead, witness saw a dark brown/black bi-pedal creature.",Class A
1983-11-23 12:00:00+00:00,Minnesota,"Report 14493: Teen has a daylight encounter while hunting near Big Lake, Bemidji",Class B
1983-12-24 12:00:00+00:00,Texas,"Report 10506: While sitting on relative's front porch, two children have daytime sighting",Class A
1983-12-30 12:00:00+00:00,Arizona,"Report 7495: Night time road crossing near Strawberry, Arizona",Class A
1984-01-14 12:00:00+00:00,Kentucky,Report 9407: Two children discover small footprints frozen on the surface of a creek near Jackson.,Class B
1984-01-15 12:00:00+00:00,Ohio,"Report 8236: Two girls witness a large, hair covered baboon like creature squatting in the middle of the road",Class A
1984-01-15 12:00:00+00:00,Washington,Report 2744: Large figure crosses the road in dawn hours near Battleground,Class A
1984-01-15 12:00:00+00:00,Utah,Report 12884: Daytime sighting by six siesmographic workers in the Uinta Mountains.,Class A
1984-02-11 12:00:00+00:00,Michigan,Report 10889: Teens find footprint in swampy ground near Interlochen.,Class B
1984-04-08 12:00:00+00:00,Virginia,"Report 2285: Boy sees ""Bigfoot"" in the woods while looking out the car window",Class A
1984-04-17 12:00:00+00:00,Arkansas,Report 3519: Man working in wooded area sees bipedal animal standing on railroad tracks,Class A
1984-05-16 12:00:00+00:00,Washington,Report 1683: A fisherman's encounter along a trail near Patison Lake,Class A
1984-06-15 12:00:00+00:00,Florida,Report 737: creature seen in an open field by witness.,Class A
1984-06-16 12:00:00+00:00,Florida,Report 1061: June 1984 Manatee County FL  Late evening sighting by 9 yr/old camper off Little Manatee River in Ruskin,Class A
1984-07-04 12:00:00+00:00,Ohio,Report 4073: White hair covered creature seen at the edge of a cornfield,Class A
1984-07-08 12:00:00+00:00,Washington,Report 898: Young hunter sees an upright walking animal,Class A
1984-07-14 12:00:00+00:00,Washington,Report 940: Creature stepping over a guardrail,Class A
1984-07-15 12:00:00+00:00,Georgia,Report 9712: Early evening encounter near Riverdale,Class A
1984-07-27 12:00:00+00:00,Wisconsin,"Report 2792: While watching TV, witness sees large, dark, upright object pass by the window",Class A
1984-07-31 12:00:00+00:00,Oregon,Report 191: Daytime sighting by motorists along Hwy 6 near Glenwood,Class A
1984-08-01 12:00:00+00:00,California,"Report 8184: Large Footprints Found, Vocalizations Heard by Vacationer Near Lake Shasta",Class B
1984-08-01 12:00:00+00:00,California,Report 3424: Couple see large footprint near Emigrant Gap,Class B
1984-08-01 12:00:00+00:00,Indiana,Report 25454: Man remembers observing creature taking food while camping near Manchester,Class A
1984-08-01 12:00:00+00:00,California,"Report 3605: Three teenagers hear vocalizations at dusk, while fishing in Doris Lake in John Muir Wilderness",Class B
1984-08-15 12:00:00+00:00,Washington,Report 1385: High pitched wailing scream echoed off mountainside.,Class B
1984-08-15 12:00:00+00:00,Oregon,Report 7662: Girls see retreating biped near Molalla River,Class A
1984-08-15 12:00:00+00:00,Kansas,Report 26790: Fisherman has night time sighting along dirt road east of Scranton Lake.,Class B
1984-08-17 12:00:00+00:00,Oregon,Report 5529: Couple has daytime sighting in the Big Creek Wilderness Area,Class A
1984-09-01 12:00:00+00:00,Washington,"Report 406: Fisherman observes large, bipedal figure along Kalama River",Class A
1984-09-15 12:00:00+00:00,Nevada,Report 5909: Two Hikers Have Close Encounter Near Genoa,Class A
1984-10-01 12:00:00+00:00,Michigan,"Report 15514: Possible stalking at rural school bus stop near Benzonia, Michigan",Class B
1984-10-01 12:00:00+00:00,Michigan,Report 43798: Memory told of an early evening sighting at a migrant work camp in Bear Lake,Class A
1984-10-01 12:00:00+00:00,Georgia,Report 17308: Possible stalking of hunters on the AL state line near Cedartown GA,Class B
1984-10-15 12:00:00+00:00,Florida,Report 1003: Two horseback riders see hairy creature,Class A
1984-10-17 12:00:00+00:00,Washington,Report 1382: Creature observed by hunters,Class A
1984-10-20 12:00:00+00:00,Washington,"Report 3518: Morning sighting by hiker, near Shuksan",Class A
1984-10-27 12:00:00+00:00,Montana,Report 1700: Witnesses hear unusual screams while hunting & note local Indian stories regarding Bigfoot,Class C
1984-11-17 12:00:00+00:00,Illinois,Report 11295: Coon hunters hear vocalizations and footprints found near Burlington.,Class B
1985-01-12 12:00:00+00:00,Illinois,Report 31968: Midday observation by young hunters near Glasford,Class A
1985-02-15 12:00:00+00:00,Iowa,Report 3049: Atv riders hear daytime vocalization and find tracks near Keokuk,Class B
1985-04-15 12:00:00+00:00,Tennessee,Report 15003: Brief sighting by motorsist near Shelby Forest.,Class B
1985-05-01 12:00:00+00:00,New York,Report 11630: Dusk and evening sightings around Stissing Mountain,Class B
1985-05-15 12:00:00+00:00,Michigan,"Report 24776: Near Bendon, woman and daughter recall their daylight sighting from automobile",Class A
1985-05-15 12:00:00+00:00,Florida,Report 23247: Woman remembers encountering a strange animal while driving outside Mexico Beach,Class A
1985-05-25 12:00:00+00:00,Florida,Report 40034: Women recall an afternoon road crossing near Bulow Park,Class A
1985-06-01 12:00:00+00:00,California,Report 816: Camper experiences strange night time visitor near Groveland,Class B
1985-06-08 12:00:00+00:00,Washington,Report 40371: Memory told of a daylight sighting at a golf course in North Bonneville,Class A
1985-06-15 12:00:00+00:00,Pennsylvania,Report 11228: Two teenagers have a surprise encounter in mid - 80's,Class A
1985-06-28 12:00:00+00:00,Washington,"Report 937: Witnesses hear odd, loud vocalization while in the forest traveling on a logging road",Class B
1985-07-01 12:00:00+00:00,California,Report 4886: Two men hear afternoon vocalization near Fort Bragg,Class B
1985-07-01 12:00:00+00:00,Washington,Report 270: Campers awakened by late-night visitor in the Indian Heaven Wilderness,Class B
1985-07-01 12:00:00+00:00,Louisiana,Report 5609: Child has encounter while looking at the night sky,Class A
1985-07-06 12:00:00+00:00,Illinois,Report 34980: Fisherman recalls his possible nighttime sighting near Vermilionville,Class B
1985-07-12 12:00:00+00:00,West Virginia,"Report 23211: Possible camp stalking at Glade Run Pond, Monon. Nat. Forest",Class B
1985-07-26 12:00:00+00:00,Washington,Report 1585: Witness reports bad smell and a scream,Class B
1985-08-15 12:00:00+00:00,Virginia,Report 2549: Hairy humanoid biped seen diving into the Great Pee Dee River,Class A
1985-08-15 12:00:00+00:00,Ohio,"Report 49813: Woman remembers being shocked to see a running, hairy biped in her backyard in Elyria",Class A
1985-08-15 12:00:00+00:00,Idaho,Report 20802: Woman picking berries with family has daylight sighting near Clark Fork,Class A
1985-08-15 12:00:00+00:00,Alabama,Report 1783: Night hunters hear strange screams in the woods,Class B
1985-08-17 12:00:00+00:00,Utah,"Report 20430: Possible camp stalking at Betsy Lake, Grandaddy Basin, Uinta Mountains",Class B
1985-09-01 12:00:00+00:00,Florida,"Report 3918: Hunter has unexplained, late night encounter while in small boat on Saddle Creek",Class B
1985-09-15 12:00:00+00:00,Georgia,Report 2393: The Georgia chopper crash story has been debunked. See msg from P. Caulkins in the investigator notes.,Class A
1985-09-29 12:00:00+00:00,Florida,Report 2566: College Psychology Teacher observes Bigfoot crossing road.  Animal has covering of leaves and/or palm branches,Class A
1985-10-01 12:00:00+00:00,Wisconsin,Report 8435: Incidents around a cabin near Grantsburg,Class B
1985-10-25 12:00:00+00:00,Idaho,Report 8251: Young deerhunters see moving biped shape and later hear vocalizations.,Class A
1985-10-27 12:00:00+00:00,California,"Report 11407: Two young men camping in the high country, hear vocals",Class B
1985-11-01 12:00:00+00:00,Florida,Report 14118: Night time sighting by motorist on CR 448 near Lake Jem,Class A
1985-11-15 12:00:00+00:00,Florida,Report 8935: Various occurences between Lake Kissimmee and Tiger Lake that may be BF-related,Class B
1985-12-15 12:00:00+00:00,Oregon,Report 10095: Large truck halts in front of sasquatch on I-84,Class A
1986-01-01 12:00:00+00:00,Illinois,Report 36667: Memory told of encounters on a farm near Ottawa.,Class A
1986-01-11 12:00:00+00:00,Illinois,Report 41907: Memory told of a possible sighting at night in a pasture east of Jacksonville,Class B
1986-01-14 12:00:00+00:00,Missouri,Report 27410:  Man recalls his brief daylight sighting outside Bloomfield,Class A
1986-04-15 12:00:00+00:00,Georgia,Report 444: Family sightings over 100 years in Fayette and Fulton Counties,Class C
1986-04-16 12:00:00+00:00,Ohio,Report 12736: Student hears vocalization near the Cuyahoga River,Class B
1986-05-17 12:00:00+00:00,Minnesota,Report 28935: Airman recalls diverse encounters on excursion into Boundary Waters Canoe Area Wilderness,Class B
1986-05-24 12:00:00+00:00,Tennessee,Report 25592: Man recalls a vivid daytime encounter as a youth near Portland,Class A
1986-05-31 12:00:00+00:00,Missouri,Report 2451: Three-toed print found while cutting firewood,Class B
1986-06-01 12:00:00+00:00,Arkansas,Report 13718: Man tells of two-legged animal crossing road in front of his car east of Paris,Class A
1986-06-01 12:00:00+00:00,Ohio,Report 6804: Two ourtdoorsmen chased by a large bear like biped recount 25+ years of strange occurrences.,Class A
1986-06-15 12:00:00+00:00,Missouri,Report 1099: Campsite intrusion near river.,Class A
1986-06-15 12:00:00+00:00,California,Report 12292: Daylight sighting by hikers in Ventana Wilderness,Class A
1986-06-15 12:00:00+00:00,Georgia,Report 2278: Hunting party shadowed by footsteps after loud vocalization heard from treeline,Class B
1986-06-15 12:00:00+00:00,Georgia,Report 33115: Two witnesses recall sighting as teens near Monticello,Class A
1986-07-01 12:00:00+00:00,California,Report 8598: Daylight Sighting by Hikers Near Bennett Mountain,Class B
1986-07-01 12:00:00+00:00,Michigan,Report 21271: Man describes road sighting in teen years near Pine Stump Junction,Class A
1986-07-01 12:00:00+00:00,Kentucky,Report 2429: High-pitched growling scream heard by witnesses.,Class B
1986-07-06 12:00:00+00:00,Arizona,Report 11858: Possible night time sighting near Big Lake,Class B
1986-07-15 12:00:00+00:00,Ohio,Report 40040: Man recalls possible sighting while driving at night next to the Ravenna Arsenal,Class B
1986-07-15 12:00:00+00:00,Michigan,Report 5694: Campers have strange encounter near swamp in the Upper Peninsula,Class B
1986-07-15 12:00:00+00:00,Arkansas,Report 9753: Animal peers into youngster's bedroom window,Class A
1986-07-17 12:00:00+00:00,Colorado,Report 17767: Night-time sighting by Marine training near Ft Carson,Class A
1986-07-19 12:00:00+00:00,Utah,"Report 19983: Fisherman describes possible howls and camp stalking at Round Lake, Uinta Mountains",Class B
1986-07-27 12:00:00+00:00,Ohio,Report 25961: Young woman has close encounter at night outside of Georgetown,Class A
1986-08-01 12:00:00+00:00,California,Report 16550: Solo camper's late night encounter outside Truckee,Class B
1986-08-09 12:00:00+00:00,Washington,Report 1617: Three hikers see something cross their path,Class A
1986-08-14 12:00:00+00:00,Oregon,Report 1720: Two sets of bigfoot trackways at Cape Blanco Beach on southern Oregon coast,Class A
1986-08-14 12:00:00+00:00,Missouri,Report 18442: Memory told of being chased on a farm near Ava,Class A
1986-08-15 12:00:00+00:00,Florida,Report 606: witness observed creature running across the road,Class A
1986-08-25 12:00:00+00:00,Oklahoma,"Report 12712: Woman remembers large bipedal creature running thru pasture at night, south of Henryetta",Class A
1986-09-01 12:00:00+00:00,Michigan,Report 26245: Man recalls scary incidents as a teenager on his family's farm SW of Mt. Pleasant,Class A
1986-09-12 12:00:00+00:00,Georgia,Report 49544: Man and wife recall possible daytime sighting while fishing the Ohoopee River,Class B
1986-09-15 12:00:00+00:00,Washington,Report 39025: Man remembers his daylight sighting of a bigfoot standing on a stump next to Discovery Bay,Class A
1986-09-15 12:00:00+00:00,Washington,Report 32824: Recollection of a road crossing at dusk while working as an MP on Fort Lewis,Class A
1986-09-16 12:00:00+00:00,North Carolina,"Report 9218: Just after sundown, driver has sighting close to Carter Mountain",Class B
1986-09-27 12:00:00+00:00,Arkansas,Report 11252: Teenagers have nighttime sighting of animal near Milltown.,Class B
1986-10-01 12:00:00+00:00,Ohio,"Report 6062: Three teenagers witness a ""thing"" crouched on the road, stand up, take three quick steps, and jump over the reeds down a hill",Class A
1986-10-01 12:00:00+00:00,Colorado,Report 1375: fresh set of tracks found in the snow.,Class B
1986-10-11 12:00:00+00:00,Georgia,Report 10874: Teenager observes animal hiding behind trees and finds footprint in the Clay Hills near Hoboken.,Class A
1986-10-14 12:00:00+00:00,Tennessee,Report 10771: Motorist has close roadside observation of animal near Chilhowee campground.,Class A
1986-10-17 12:00:00+00:00,Washington,"Report 42736: Man recalls seeing a huge, hair-covered biped standing beside the road at night near Snohomish",Class A
1986-11-01 12:00:00+00:00,Texas,Report 55412: Memory told of spying something large and hairy overturning rocks by the Brazos River,Class B
1986-11-15 12:00:00+00:00,Florida,"Report 23498: Bow hunter describes possible tracks, sounds and scat north of Lake Butler",Class B
1986-11-15 12:00:00+00:00,Illinois,Report 12919: Youth has nighttime sighting along Rock River,Class B
1986-11-29 12:00:00+00:00,Illinois,Report 27374: Man remembers his daytime sighting as a youth living south of Hennepin,Class A
1986-12-25 12:00:00+00:00,Washington,Report 7483: Morning daylight sighting around rural homes near Kent,Class A
1987-03-14 12:00:00+00:00,Tennessee,Report 16970: Fly fisherman recalls daylight sighting of a shaggy light haired creature on all-fours in the Cherokee National Forest,Class A
1987-03-15 12:00:00+00:00,Washington,"Report 10974: Large, white haired biped seen twice near Twisp",Class A
1987-03-15 12:00:00+00:00,Ohio,Report 3351: Late night sighting by teen at Lost Creek Golf Course,Class A
1987-03-19 12:00:00+00:00,Oklahoma,Report 36011: Man recalls night time sighting at an airport outside Frederick,Class A
1987-03-22 12:00:00+00:00,North Carolina,Report 2149: Park Rangers and residents of Glendale Springs observe large footprints in deep snow,Class B
1987-05-15 12:00:00+00:00,Ohio,Report 14646: Fisherman Observes White Creature Swimming in Antrim Lake,Class A
1987-05-31 12:00:00+00:00,California,Report 2794: Woman has early evening sighting near Kennedy Meadows,Class A
1987-06-01 12:00:00+00:00,Florida,Report 20420: Possible nightime encounter near Lake Trafford,Class B
1987-06-01 12:00:00+00:00,California,Report 6521: Woman hears late night scream and has close encounter near Laytonville,Class A
1987-07-01 12:00:00+00:00,Ohio,Report 7832: A man has heard similar cries in the night for over 15 years that were noted in another BFRO report from the same location,Class B
1987-07-04 12:00:00+00:00,West Virginia,Report 7188: Two men shocked to see hairy figure close on trail in Monongahela National Forest,Class A
1987-07-05 12:00:00+00:00,Washington,Report 23614: Motorist returning from fireworks display gets a good look at a bigfoot near Ashford,Class A
1987-07-10 12:00:00+00:00,Tennessee,Report 24419: Former park employee describes an encounter in Ruskin Cave Park,Class A
1987-07-11 12:00:00+00:00,Tennessee,Report 11765: Teenager frog gigging has nighttime encounter near Dickson.,Class A
1987-07-11 12:00:00+00:00,Illinois,Report 33859: Woman recalls daylight sighting north of Marseilles,Class A
1987-07-15 12:00:00+00:00,North Carolina,"Report 3334: Man hits 7 foot tall, reddish-brown creature with his car, then is pursued by the creature",Class B
1987-07-15 12:00:00+00:00,Washington,Report 20435: Woman recalls childhood incident -- possible stalking near Yelm,Class B
1987-07-15 12:00:00+00:00,West Virginia,Report 1774: 3 Friends watch 7' tall 2 legged hairy brown animal on the other side of the river,Class A
1987-08-07 12:00:00+00:00,Ohio,Report 5778: Couple horseback riding catch a glimpse of unknown creature followed by a nasty smell and a loud moaning scream,Class B
1987-08-15 12:00:00+00:00,Michigan,"Report 815: Witness observes strange ""monkey-like"" animal from bedroom window.",Class A
1987-09-01 12:00:00+00:00,Georgia,Report 3094: Teenager hears vocalization and has encounter with smelly creature outside window,Class B
1987-09-15 12:00:00+00:00,Washington,Report 10258: Loud vocalizations repeatedly disturb family,Class B
1987-09-15 12:00:00+00:00,California,Report 12649: Man recalls daytime sighting in a canyon outside Nevada City,Class A
1987-09-19 12:00:00+00:00,Georgia,Report 18439: Possible scream at Ft. Stewart,Class B
1987-10-01 12:00:00+00:00,Tennessee,Report 23823: Man recalls seeing a large creature while driving at night near Fayetteville,Class A
1987-10-01 12:00:00+00:00,Ohio,"Report 8017: A family is shocked to see a large, hairy creature run across a forest road with a pack of dogs in pursuit",Class A
1987-10-10 12:00:00+00:00,Mississippi,Report 14144: Night time sighting by motorists on Highway 512 near Elwood (passenger's observation),Class A
1987-10-10 12:00:00+00:00,Mississippi,Report 13918: Night time sighting by motorists on Highway 512 near Elwood (driver's observation),Class A
1987-10-15 12:00:00+00:00,Colorado,Report 20028: Hunter recalls unusual and persistent vocalizations at Carson Lake on the Grand Mesa,Class B
1987-10-15 12:00:00+00:00,Ohio,Report 4957: Hunter has dusk sighting in Oberlin area,Class B
1987-10-26 12:00:00+00:00,Colorado,"Report 3185: Co-workers stunned by giant hairy ""man-thing"" walking down town street",Class A
1987-11-01 12:00:00+00:00,Connecticut,Report 18333: Possible vocalizations near Bakersville,Class B
1987-11-15 12:00:00+00:00,Louisiana,Report 1313:  creature walked directly towards witness.,Class A
1987-11-15 12:00:00+00:00,Texas,Report 4142: Hunter observes 6' tall hairy figure near a creek,Class A
1987-11-28 12:00:00+00:00,Pennsylvania,"Report 24301: Man remembers hearing strange vocalizations and seeing a hairy, upright figure while hunting in Sweden Valley",Class B
1988-01-10 12:00:00+00:00,Arkansas,Report 2774: Large bipedal animal observes couple parking behind school gymnasium,Class A
1988-03-15 12:00:00+00:00,North Carolina,Report 3339: Deep impressions seen in the snow,Class B
1988-03-15 12:00:00+00:00,Alaska,"Report 6486: Special Forces team follows bipedal trackway, gets screamed at",Class B
1988-05-19 12:00:00+00:00,Ohio,Report 4310: Footprints discovered along a creek on a sand bar,Class B
1988-06-01 12:00:00+00:00,Missouri,"Report 2036: Multiple witnesses encounter bad smell, three observe creature hiding behind sapling",Class A
1988-06-15 12:00:00+00:00,Ohio,Report 4980: Night sighting near Sandyville,Class B
1988-06-25 12:00:00+00:00,Washington,Report 1393: Sighting by two hikers,Class A
1988-07-13 12:00:00+00:00,Washington,"Report 1673: A hairy Man-like creature is spotted in a field, close to the road",Class A
1988-07-15 12:00:00+00:00,Alabama,Report 43217: Memory of 3 hairy fingers sliding under the front door outside Nauvoo,Class B
1988-08-01 12:00:00+00:00,Ohio,Report 4962: Hunter states that vocalizations heard near Batesville are identical to recordings on BFRO site,Class B
1988-08-01 12:00:00+00:00,Florida,Report 12587: Daylight sighting by fishermen near Venice,Class A
1988-08-15 12:00:00+00:00,Tennessee,Report 10783: Motorist has nighttime sighting of animal near Smyrna.,Class A
1988-08-16 12:00:00+00:00,Pennsylvania,Report 28012: Hunter observes a huge figure scaling a steep hillside in just moments near Clairton,Class B
1988-08-20 12:00:00+00:00,Idaho,Report 13692: Daytime sighting by young girl hiking with family north of Fairfield,Class A
1988-09-04 12:00:00+00:00,Utah,Report 24530: Possible protest attack on an elk hunter's camper (vehicle) in Fishlake National Forest,Class B
1988-09-14 12:00:00+00:00,Ohio,Report 12789: Night time sighting by resident near Germantown,Class B
1988-09-15 12:00:00+00:00,Ohio,Report 26997: Man recalls childhood observation of rock throwing near Urichsville,Class A
1988-09-16 12:00:00+00:00,Tennessee,Report 35114: Recollection of spotting a tall figure cross a trail at dusk near Norris Lake,Class B
1988-09-27 12:00:00+00:00,California,Report 2333: Family hears late night screams near Long Barn,Class B
1988-10-01 12:00:00+00:00,California,Report 83: Early dawn sighting by hunters near Bass Lake,Class A
1988-10-08 12:00:00+00:00,Tennessee,Report 29403: Witness recalls a possible daytime sighting while 4-wheeling as a youth west of Nashville,Class B
1988-10-15 12:00:00+00:00,Texas,"Report 4158: Brothers encounter a large, very well-built, man-like creature",Class A
1988-10-15 12:00:00+00:00,New Jersey,Report 43758: Hunter recalls his observation of a dark figure crawling on a family farm near Markton,Class A
1988-10-15 12:00:00+00:00,California,Report 11576: Woman has close up night sighting in car lights on Highway 299,Class A
1988-10-19 12:00:00+00:00,Utah,Report 177: Elk hunters hear screams in remote canyon below,Class B
1988-11-01 12:00:00+00:00,Virginia,Report 1768: Lifelong hunter hears strange screams in early morning twilight directly under tree stand,Class B
1988-11-30 12:00:00+00:00,Indiana,Report 24815: Man recalls his observation of a creature crossing a road while hunting in the Morgan-Monroe State Forest,Class A
1988-12-01 12:00:00+00:00,Florida,Report 9545: Motorist has morning sighting on road outside Sweet Gum Head,Class A
1988-12-03 12:00:00+00:00,Idaho,Report 10012: Night time encounter with parked trucker and wife near Post Falls.,Class A
1988-12-15 12:00:00+00:00,Montana,Report 1757: Two separate sets of large footprints found,Class B
